country,iso_code,continent,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Sweden,SWE,Europe,14/01/2021,,,,,6953,,,,688,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,15/01/2021,,,,,7702,,,,763,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,16/01/2021,,,,,8451,,,,837,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,17/01/2021,97358,97181,177,,9201,0.96,0.96,0,911,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,18/01/2021,,,,,9779,,,,968,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,19/01/2021,,,,,10357,,,,1026,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,20/01/2021,,,,,10935,,,,1083,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,21/01/2021,,,,,11514,,,,1140,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,22/01/2021,,,,,12092,,,,1197,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,23/01/2021,,,,,12670,,,,1255,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,24/01/2021,190096,181659,8437,,13248,1.88,1.8,0.08,1312,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,25/01/2021,,,,,12799,,,,1267,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,26/01/2021,,,,,12350,,,,1223,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,27/01/2021,,,,,11901,,,,1178,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,28/01/2021,230517,216269,14248,,11452,2.28,2.14,0.14,1134,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,Europe,29/01/2021,248991,230068,18923,18474,12199,2.47,2.28,0.19,1208,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland,CHE,Europe,23/12/2020,0,,,,,0,,,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,24/12/2020,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,25/12/2020,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,26/12/2020,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,27/12/2020,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,28/12/2020,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,29/12/2020,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,30/12/2020,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,31/12/2020,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,01/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,02/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,03/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,04/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,05/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,06/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,07/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,08/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,09/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,10/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,11/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,12/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,13/01/2021,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,14/01/2021,66000,,,,3000,0.76,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,15/01/2021,,,,,3829,,,,442,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,16/01/2021,,,,,4657,,,,538,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,17/01/2021,,,,,5486,,,,634,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,18/01/2021,,,,,6314,,,,730,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,19/01/2021,110000,,,,7143,1.27,,,825,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,20/01/2021,,,,,10984,,,,1269,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,21/01/2021,169783,,,,14826,1.96,,,1713,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,22/01/2021,,,,,14883,,,,1720,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,23/01/2021,,,,,14939,,,,1726,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,24/01/2021,197368,,,,14995,2.28,,,1733,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,25/01/2021,,,,,15587,,,,1801,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,26/01/2021,,,,,16179,,,,1869,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,27/01/2021,,,,,13758,,,,1590,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,28/01/2021,,,,,11336,,,,1310,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Switzerland,CHE,Europe,29/01/2021,262081,,,,11872,3.03,,,1372,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,file:///Users/edouard/Downloads/Bislang%20total%20verimpft%20(pro%20100%20Einwohner)%20(PfizerBioNTech%20&%20Moderna)%20Stand%2021.%20Januar%202021.pdf
Turkey,TUR,Asia,13/01/2021,0,,,,,0,,,,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,14/01/2021,279452,,,279452,279452,0.33,,,3313,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,15/01/2021,616652,,,337200,308326,0.73,,,3656,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,16/01/2021,676903,,,60251,225634,0.8,,,2675,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,17/01/2021,706451,,,29548,176613,0.84,,,2094,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,18/01/2021,832412,,,125961,166482,0.99,,,1974,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,19/01/2021,950635,,,118223,158439,1.13,,,1879,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,20/01/2021,1052493,,,101858,150356,1.25,,,1783,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,21/01/2021,1120258,,,67765,120115,1.33,,,1424,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,22/01/2021,1202212,,,81954,83651,1.43,,,992,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,23/01/2021,1226883,,,24671,78569,1.45,,,932,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,24/01/2021,1244653,,,17770,76886,1.48,,,912,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,25/01/2021,1302753,,,58100,67192,1.54,,,797,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,26/01/2021,1410273,,,107520,65663,1.67,,,779,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,27/01/2021,1522580,,,112307,67155,1.81,,,796,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,28/01/2021,1697575,,,174995,82474,2.01,,,978,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,Asia,29/01/2021,1928351,,,230776,103734,2.29,,,1230,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
United Arab Emirates,ARE,Asia,05/01/2021,826301,,,,,8.35,,,,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,06/01/2021,,,,,30698,,,,3104,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,07/01/2021,887697,,,,30698,8.98,,,3104,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,08/01/2021,941556,,,53859,38418,9.52,,,3884,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,09/01/2021,1020349,,,78793,48512,10.32,,,4905,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,10/01/2021,1086568,836568,250000,66219,52053,10.99,8.46,2.53,5263,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,11/01/2021,1167251,917251,250000,80683,56825,11.8,9.27,2.53,5745,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,12/01/2021,1275652,1025652,250000,108401,64193,12.9,10.37,2.53,6490,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,13/01/2021,1394580,1144580,250000,118928,76797,14.1,11.57,2.53,7765,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,14/01/2021,1527833,1277833,250000,133253,91448,15.45,12.92,2.53,9246,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,15/01/2021,1665987,1415987,250000,138154,103490,16.84,14.32,2.53,10464,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,16/01/2021,1797926,1547926,250000,131939,111082,18.18,15.65,2.53,11231,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,17/01/2021,1882778,1632778,250000,84852,113744,19.04,16.51,2.53,11500,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,18/01/2021,1971521,1721521,250000,88743,114896,19.93,17.41,2.53,11617,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,Asia,19/01/2021,2065367,1815367,250000,93846,112816,20.88,18.35,2.53,11407,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
