country,iso_code,continent,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Costa Rica,CRI,America,23/01/2021,,,,,2344,,,,460,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?ccss-ha-colocado-48-128-vacunas-contra-la-covid-19
Costa Rica,CRI,America,24/01/2021,,,,,2510,,,,493,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?ccss-ha-colocado-48-128-vacunas-contra-la-covid-19
Costa Rica,CRI,America,25/01/2021,48128,45707,2421,,2677,0.94,0.9,0.05,526,Pfizer/BioNTech,National Health Commission,https://www.ccss.sa.cr/noticias/servicios_noticia?ccss-ha-colocado-48-128-vacunas-contra-la-covid-19
Croatia,HRV,Europe,30/12/2020,7864,7864,,,,0.19,0.19,,,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,31/12/2020,,,,,1105,,,,269,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,01/01/2021,,,,,1105,,,,269,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,02/01/2021,,,,,1105,,,,269,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,03/01/2021,12285,12285,,,1105,0.3,0.3,,269,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,04/01/2021,,,,,1036,,,,252,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,05/01/2021,13798,13798,,,989,0.34,0.34,,241,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,06/01/2021,,,,,1334,,,,325,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,07/01/2021,20603,20603,,,1662,0.5,0.5,,405,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,08/01/2021,24985,24985,,4382,2130,0.61,0.61,,519,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,09/01/2021,30000,30000,,5015,2689,0.73,0.73,,655,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,10/01/2021,,,,,2693,,,,656,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,11/01/2021,,,,,2748,,,,669,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,12/01/2021,,,,,2802,,,,683,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,13/01/2021,34553,34553,,,2479,0.84,0.84,,604,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,14/01/2021,38000,38000,,3447,2485,0.93,0.93,,605,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,15/01/2021,41532,41532,,3532,2364,1.01,1.01,,576,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,16/01/2021,45906,45906,,4374,2272,1.12,1.12,,553,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,17/01/2021,,,,,2510,,,,611,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,18/01/2021,,,,,2747,,,,669,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,19/01/2021,54304,54304,,,2984,1.32,1.32,,727,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,20/01/2021,,,,,3329,,,,811,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,21/01/2021,,,,,3343,,,,814,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,22/01/2021,64951,,,,3346,1.58,,,815,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,23/01/2021,,,,,2960,,,,721,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,24/01/2021,,,,,2800,,,,682,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,25/01/2021,69984,58077,11907,,2640,1.7,1.41,0.29,643,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,26/01/2021,,,,,2598,,,,633,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,27/01/2021,,,,,2448,,,,596,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,28/01/2021,,,,,2299,,,,560,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Croatia,HRV,Europe,29/01/2021,80000,,,,2150,1.95,,,524,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/bozinovic-od-ponoci-nove-mjere-u-skolama-i-sportu/31402
Cyprus,CYP,Europe,06/01/2021,3901,,,,,0.45,,,,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,07/01/2021,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,08/01/2021,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,09/01/2021,,,,,534,,,,610,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,10/01/2021,6035,,,,534,0.69,,,610,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,11/01/2021,,,,,594,,,,678,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,12/01/2021,,,,,635,,,,725,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,13/01/2021,,,,,664,,,,758,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,14/01/2021,,,,,708,,,,808,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,15/01/2021,10226,,,,751,1.17,,,857,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,16/01/2021,,,,,821,,,,937,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,17/01/2021,,,,,891,,,,1017,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,18/01/2021,,,,,917,,,,1047,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,19/01/2021,,,,,943,,,,1077,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,20/01/2021,,,,,969,,,,1106,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,21/01/2021,,,,,996,,,,1137,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Cyprus,CYP,Europe,22/01/2021,17379,15322,2057,,1022,1.98,1.75,0.23,1167,Pfizer/BioNTech,Ministry of Health,https://www.pio.gov.cy/%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%B8%CE%AD%CE%BD%CF%84%CE%B1-%CE%AC%CF%81%CE%B8%CF%81%CE%BF.html?id=18036#flat
Czechia,CZE,Europe,27/12/2020,1255,1255,,,,0.01,0.01,,,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,28/12/2020,3537,3537,,2282,2282,0.03,0.03,,213,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,29/12/2020,6973,6973,,3436,2859,0.07,0.07,,267,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,30/12/2020,10429,10429,,3456,3058,0.1,0.1,,286,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,31/12/2020,11733,11733,,1304,2620,0.11,0.11,,245,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,01/01/2021,11995,11995,,262,2148,0.11,0.11,,201,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,02/01/2021,13250,13250,,1255,1999,0.12,0.12,,187,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,03/01/2021,14163,14163,,913,1844,0.13,0.13,,172,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,04/01/2021,17719,17719,,3556,2026,0.17,0.17,,189,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,05/01/2021,22222,22222,,4503,2178,0.21,0.21,,203,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,06/01/2021,27955,27955,,5733,2504,0.26,0.26,,234,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,07/01/2021,35841,35841,,7886,3444,0.33,0.33,,322,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,08/01/2021,45774,45774,,9933,4826,0.43,0.43,,451,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,09/01/2021,47749,47749,,1975,4928,0.45,0.45,,460,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,10/01/2021,49443,49443,,1694,5040,0.46,0.46,,471,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,11/01/2021,58970,58970,,9527,5893,0.55,0.55,,550,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,12/01/2021,71947,71947,,12977,7104,0.67,0.67,,663,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,13/01/2021,85230,85230,,13283,8182,0.8,0.8,,764,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,14/01/2021,99878,99878,,14648,9148,0.93,0.93,,854,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,15/01/2021,113278,113278,,13400,9643,1.06,1.06,,900,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,16/01/2021,116572,116572,,3294,9832,1.09,1.09,,918,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,17/01/2021,119609,118987,622,3037,10024,1.12,1.11,0.01,936,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,18/01/2021,133239,130843,2396,13630,10610,1.24,1.22,0.02,991,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,19/01/2021,147884,142815,5069,14645,10848,1.38,1.33,0.05,1013,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,20/01/2021,163085,155460,7625,15201,11122,1.52,1.45,0.07,1039,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,21/01/2021,179486,170160,9326,16401,11373,1.68,1.59,0.09,1062,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,22/01/2021,194784,184467,10317,15298,11644,1.82,1.72,0.1,1087,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,23/01/2021,198427,187278,11149,3643,11694,1.85,1.75,0.1,1092,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,24/01/2021,201358,189356,12002,2931,11678,1.88,1.77,0.11,1090,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,25/01/2021,213558,198670,14888,12200,11474,1.99,1.86,0.14,1071,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,26/01/2021,227462,208691,18771,13904,11368,2.12,1.95,0.18,1062,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,27/01/2021,240371,217347,23024,12909,11041,2.24,2.03,0.21,1031,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,28/01/2021,253058,224229,28829,12687,10510,2.36,2.09,0.27,981,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,Europe,29/01/2021,264433,229667,34766,11375,9950,2.47,2.14,0.32,929,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,Europe,27/12/2020,6637,6637,,,,0.11,0.11,,,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,28/12/2020,8632,8632,,1995,1995,0.15,0.15,,344,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,29/12/2020,17726,17726,,9094,5544,0.31,0.31,,957,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,30/12/2020,29277,29277,,11551,7547,0.51,0.51,,1303,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,31/12/2020,35606,35606,,6329,7242,0.61,0.61,,1250,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,01/01/2021,37990,37990,,2384,6271,0.66,0.66,,1083,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,02/01/2021,47017,47017,,9027,6730,0.81,0.81,,1162,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,03/01/2021,53097,53097,,6080,6637,0.92,0.92,,1146,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,04/01/2021,55526,55526,,2429,6699,0.96,0.96,,1157,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,05/01/2021,69147,69147,,13621,7346,1.19,1.19,,1268,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,06/01/2021,89101,89101,,19954,8546,1.54,1.54,,1475,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,07/01/2021,106741,106741,,17640,10162,1.84,1.84,,1754,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,08/01/2021,115301,115301,,8560,11044,1.99,1.99,,1907,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,09/01/2021,117200,117200,,1899,10026,2.02,2.02,,1731,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,10/01/2021,118015,118015,,815,9274,2.04,2.04,,1601,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,11/01/2021,118673,118673,,658,9021,2.05,2.05,,1557,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,12/01/2021,119133,119133,,460,7141,2.06,2.06,,1233,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,13/01/2021,131807,131807,,12674,6101,2.28,2.28,,1053,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,14/01/2021,149625,149625,,17818,6126,2.58,2.58,,1058,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,15/01/2021,164762,164757,5,15137,7066,2.84,2.84,0,1220,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,16/01/2021,169411,169399,12,4649,7459,2.92,2.92,0,1288,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,17/01/2021,172674,171936,738,3263,7808,2.98,2.97,0.01,1348,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,18/01/2021,178705,175808,2897,6031,8576,3.09,3.04,0.05,1481,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,19/01/2021,183321,178298,5023,4616,9170,3.16,3.08,0.09,1583,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,20/01/2021,186752,179815,6937,3431,7849,3.22,3.1,0.12,1355,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,21/01/2021,190629,181338,9291,3877,5858,3.29,3.13,0.16,1011,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,22/01/2021,197000,181997,15003,6371,4605,3.4,3.14,0.26,795,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,23/01/2021,204909,182774,22135,7909,5071,3.54,3.16,0.38,875,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,24/01/2021,212054,183378,28676,7145,5626,3.66,3.17,0.5,971,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,25/01/2021,214777,183629,31148,2723,5153,3.71,3.17,0.54,890,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
Denmark,DNK,Europe,26/01/2021,216714,183842,32872,1937,4770,3.74,3.17,0.57,824,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-29012021-5zp7
